Created,ID,Applicant,Job title,Stage type,Stage name,Reject reason,Rejected at,Hired at,Referring site
2023-04-08T02:10:10.534Z,52798850,JANE BROWN,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-09T23:24:48.850Z,,ZipRecruiter United States
2023-04-08T02:10:38.835Z,52798853,JOHN MOORE,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-11T13:37:04.172Z,,Indeed Direct Apply
2023-04-08T04:49:24.032Z,52800893,EMMA WILLIAMS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-09T23:23:22.083Z,,Indeed Direct Apply
2023-04-08T08:05:39.359Z,52805380,JANE SMITH,Treatment Coordinator/Foreign Dentists,inbox,Inbox,Lacking relevant experience,2023-04-09T23:34:40.965Z,,ZipRecruiter United States
2023-04-08T10:16:38.930Z,52810595,DIANA WILSON,Dental Receptionist - Lincoln Family Dental,inbox,Inbox,Lacking relevant experience,2023-04-09T23:30:40.924Z,,Indeed Direct Apply
2023-04-08T14:41:26.678Z,52821841,ETHAN WILSON,Dental Office Manager,screening,Reviewing,Failed Zoom interview,2023-04-11T14:50:14.563Z,,Indeed Direct Apply
2023-04-08T15:44:23.092Z,52824598,EMMA TAYLOR,Dental Assistant - Brooklyn,screening,Reviewing,No Show,2023-05-08T14:10:00.208Z,,ZipRecruiter United States
2023-04-08T18:25:18.084Z,52831023,ALICE BROWN,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-11T13:19:32.098Z,,ZipRecruiter United States
2023-04-08T21:25:26.899Z,52837470,JANE JOHNSON,Dental Receptionist - Lincoln Family Dental,inbox,Inbox,Lacking relevant experience,2023-04-09T23:30:12.246Z,,Indeed Direct Apply
2023-04-08T23:29:05.993Z,52840753,GRACE WILSON,Dental Billing Coordinator,screening,Reviewing,Lacking relevant experience,2023-04-21T14:14:27.605Z,,Indeed Direct Apply
2023-04-09T12:36:50.833Z,52858692,DIANA JONES,Dental Assistant - looking to take the next step,inbox,Inbox,Lacking relevant experience,2023-04-09T23:17:44.870Z,,ZipRecruiter United States
2023-04-09T13:30:19.720Z,52860688,DIANA WILLIAMS,Dental Office Manager,screening,Reviewing,Rejected - Archived Job Post,2023-07-17T12:21:51.881Z,,Indeed Direct Apply
2023-04-09T19:54:36.188Z,52877374,JOHN WILLIAMS,Dentist - Taking the next step in your career.,inbox,Inbox,Lacking relevant experience,2023-04-09T23:14:56.962Z,,ZipRecruiter United States
2023-04-09T19:56:07.807Z,52877430,FRANK DAVIS,Dentist - Looking for the best start to your career?,inbox,Inbox,Lacking relevant experience,2023-04-09T23:14:33.940Z,,ZipRecruiter United States
2023-04-09T23:49:36.849Z,52885148,DIANA JONES,Dental Assistant - Brooklyn,screening,Reviewing,Pipeline,2023-05-08T14:23:48.475Z,,Indeed Direct Apply
2023-04-10T03:08:40.798Z,52888566,BOB WILLIAMS,Dentist - Looking for the best start to your career?,offer,Offered,,,,Jooble
2023-04-10T03:12:54.303Z,52888619,ETHAN JONES,Dentist,screening,Resume sent to Dr. Weiss,Pipeline,2023-05-03T18:35:19.471Z,,jooble.org
2023-04-10T04:44:29.901Z,52890185,JOHN JOHNSON,Dental Billing Coordinator,screening,Reviewing,Commute & location,2023-04-21T14:14:48.577Z,,Indeed Direct Apply
2023-04-10T19:48:02.677Z,52958108,FRANK SMITH,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Failed Zoom interview,2023-04-11T13:35:35.399Z,,Indeed Direct Apply
2023-04-10T22:56:39.829Z,52969004,CHARLIE BROWN,Dentist - Looking for the best start to your career?,screening,Response Needed,Unresponsive,2023-06-01T12:43:28.400Z,,ZipRecruiter United States
2023-04-11T07:02:57.405Z,52983045,GRACE JOHNSON,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-11T13:34:57.289Z,,ZipRecruiter United States
2023-04-11T13:07:52.535Z,53028272,JOHN DAVIS,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-11T13:34:18.838Z,,ZipRecruiter United States
2023-04-11T13:22:15.214Z,53029745,JANE JOHNSON,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-11T13:33:49.639Z,,Indeed Direct Apply
2023-04-11T17:08:34.940Z,53053226,GRACE MILLER,Dentist - Looking for the best start to your career?,offer,Offered,,,,ZipRecruiter United States
2023-04-11T19:43:37.152Z,53065484,JANE MOORE,Dental Receptionist - Lincoln Family Dental,inbox,Inbox,Lacking relevant experience,2023-04-12T12:40:25.581Z,,Indeed Direct Apply
2023-04-11T21:46:36.679Z,53073348,CHARLIE DAVIS,Dental Receptionist - Lincoln Family Dental,screening,Could be a good fit in future,Lacking relevant experience,2023-05-23T11:45:15.388Z,,Indeed Direct Apply
2023-04-11T21:51:46.135Z,53073657,JOHN JONES,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-17T13:00:07.532Z,,ZipRecruiter United States
2023-04-12T00:46:56.420Z,53080301,GRACE WILLIAMS,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Scheduling Issues,2023-04-12T12:35:54.698Z,,ZipRecruiter United States
2023-04-12T16:30:23.549Z,53150217,ALICE WILLIAMS,Dentist - Looking for the best start to your career?,offer,Offered,Lacking relevant experience,2023-05-15T11:15:44.801Z,,
2023-04-12T18:01:28.285Z,53157719,JANE BROWN,Dental Receptionist - Lincoln Family Dental,screening,Could be a good fit in future,Pipeline,2023-05-09T16:31:05.152Z,,Indeed Direct Apply
2023-04-12T20:46:33.452Z,53169457,ETHAN WILLIAMS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-13T14:38:06.789Z,,Monster United States
2023-04-12T23:15:03.934Z,53176519,GRACE TAYLOR,Dental Assistant - looking to take the next step,screening,Reviewing,Salary & Benefits,2023-04-21T13:26:20.538Z,,ZipRecruiter United States
2023-04-13T16:02:33.927Z,53252506,JANE WILLIAMS,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-17T13:00:52.867Z,,Indeed Direct Apply
2023-04-13T16:15:36.382Z,53253777,JOHN TAYLOR,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-17T12:59:46.268Z,,Indeed Direct Apply
2023-04-13T21:03:33.876Z,53277423,CHARLIE TAYLOR,Dental Receptionist - Previous Experience looking for next step,screening,Reviewing,Commute & location,2023-04-17T12:44:58.116Z,,Indeed Direct Apply
2023-04-14T00:52:45.218Z,53287239,BOB SMITH,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-17T12:59:24.678Z,,Indeed Direct Apply
2023-04-14T01:47:23.150Z,53288528,ALICE BROWN,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-14T13:10:56.378Z,,Indeed Direct Apply
2023-04-14T04:14:45.951Z,53291599,FRANK SMITH,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-14T13:08:41.547Z,,ZipRecruiter United States
2023-04-14T05:08:47.948Z,53292849,BOB WILSON,Dental Receptionist - Previous Experience looking for next step,screening,Reviewing,Lacking relevant experience,2023-04-26T21:34:38.843Z,,Indeed Direct Apply
2023-04-14T07:06:11.685Z,53297624,FRANK MILLER,Dental Receptionist,inbox,Inbox,Unresponsive,2023-04-17T12:58:56.074Z,,ZipRecruiter United States
2023-04-14T22:44:00.580Z,53372331,EMMA WILSON,Dental Assistant - looking to take the next step,screening,Reviewing,Commute & location,2023-04-17T13:55:28.564Z,,ZipRecruiter United States
2023-04-15T12:11:01.013Z,53393849,ALICE TAYLOR,Treatment Coordinator/Foreign Dentists,offer,Candidates to be rejected,Rejected - Archived Job Post,2023-05-30T15:54:14.427Z,,
2023-04-15T12:52:06.444Z,53395573,EMMA JONES,Dental Receptionist - Lincoln Family Dental,interview,Virtual Interview,No Show,2023-05-08T14:11:14.986Z,,Indeed Direct Apply
2023-04-16T14:42:16.414Z,53442273,GRACE JONES,Dental Receptionist - Previous Experience looking for next step,screening,Reviewing,Unresponsive,2023-04-21T13:25:04.347Z,,Indeed Direct Apply
2023-04-16T15:05:23.262Z,53443362,ETHAN TAYLOR,"Orthodontist - Brooklyn, NY",screening,Reject,Position Filled,2023-05-30T15:44:01.015Z,,Indeed Direct Apply
2023-04-17T15:39:56.361Z,53543946,FRANK WILSON,"Orthodontist - Brooklyn, NY",screening,Resume sent to Dr. Weiss,Lacking relevant experience,2023-05-16T17:46:30.733Z,,Indeed Direct Apply
2023-04-18T06:03:11.725Z,53587891,JOHN MILLER,Dental Receptionist - Lincoln Family Dental,inbox,Inbox,Lacking relevant experience,2023-04-18T11:16:55.746Z,,Indeed Direct Apply
2023-04-18T17:21:36.298Z,53669720,ALICE TAYLOR,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-19T10:36:43.600Z,,Indeed Direct Apply
2023-04-18T23:35:23.924Z,53693436,EMMA SMITH,Dental Receptionist - Lincoln Family Dental,inbox,Inbox,Lacking relevant experience,2023-04-19T10:37:21.105Z,,ZipRecruiter United States
2023-04-19T02:59:10.891Z,53700388,GRACE MOORE,Foreign Trained Dentist for Treatment Plan Supervisor,inbox,Inbox,Lacking relevant experience,2023-04-26T21:51:25.957Z,,Indeed Direct Apply
2023-04-19T18:03:03.499Z,53774328,DIANA MOORE,Dental Assistant - looking to take the next step,screening,Reviewing,Lacking relevant experience,2023-05-08T13:54:05.859Z,,ZipRecruiter United States
2023-04-19T22:53:19.939Z,53790546,CHARLIE JOHNSON,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-21T13:25:41.322Z,,Indeed Direct Apply
2023-04-20T04:07:35.764Z,53797124,BOB WILLIAMS,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-21T13:32:28.190Z,,Indeed Direct Apply
2023-04-20T12:39:22.204Z,53830405,EMMA WILSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-04-21T20:50:21.222Z,,Indeed Direct Apply
2023-04-21T11:52:00.420Z,53913073,JOHN MOORE,Dental Receptionist - Previous Experience looking for next step,screening,Reviewing,Lacking relevant experience,2023-05-08T14:16:08.871Z,,Indeed Direct Apply
2023-04-21T19:53:21.289Z,53952585,GRACE MILLER,Dental Office Manager,screening,Reviewing,Lacking relevant experience,2023-05-11T14:06:35.928Z,,Indeed Direct Apply
2023-04-22T17:01:37.961Z,53997521,EMMA JOHNSON,Dental Patient Relations Team Leader,interview,Offered Zoom Interview,No Show,2023-04-30T15:45:41.701Z,,Indeed Direct Apply
2023-04-22T23:37:50.056Z,54010876,FRANK SMITH,Dental Patient Relations Team Leader,screening,Reviewing,Lacking relevant experience,2023-04-26T14:01:04.978Z,,ZipRecruiter United States
2023-04-23T02:00:42.587Z,54013132,BOB MILLER,Dental Patient Relations Team Leader,interview,Offered Zoom Interview,Failed Zoom interview,2023-05-01T22:36:23.733Z,,Indeed Direct Apply
2023-04-23T05:24:23.513Z,54015762,ETHAN DAVIS,Dental Patient Relations Team Leader,screening,Reviewing,More qualified candidate selected,2023-04-26T14:03:18.754Z,,Indeed Direct Apply
2023-04-23T19:16:39.094Z,54050595,ALICE SMITH,Foreign Trained Dentist for Treatment Plan Supervisor,inbox,Inbox,Lacking relevant experience,2023-04-26T21:50:59.685Z,,Indeed Direct Apply
2023-04-24T04:29:32.763Z,54067421,GRACE JONES,Orthodontic Dental Assistant - Brooklyn,screening,Reviewing,Position Filled,2023-05-08T14:07:57.175Z,,Indeed Direct Apply
2023-04-24T14:42:05.202Z,54125946,DIANA MILLER,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-26T21:31:22.034Z,,ZipRecruiter United States
2023-04-24T17:15:03.331Z,54141689,ALICE WILLIAMS,Weekend Dental Assistant,screening,Reviewing,Lacking relevant experience,2023-05-09T18:48:16.146Z,,ZipRecruiter United States
2023-04-24T17:57:45.102Z,54145694,CHARLIE BROWN,Dental Assistant - Brooklyn,inbox,Inbox,Lacking relevant experience,2023-04-26T21:56:30.266Z,,ZipRecruiter United States
2023-04-25T00:29:23.994Z,54170083,ALICE TAYLOR,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-26T21:30:51.945Z,,ZipRecruiter United States
2023-04-25T00:50:09.152Z,54170591,ALICE TAYLOR,Dental Office Manager,screening,Could be a good fit in future,,,,ZipRecruiter United States
2023-04-25T03:28:22.462Z,54174058,ALICE BROWN,Foreign Trained Dentist for Treatment Plan Supervisor,screening,Reviewing,Dr. Weiss Rejected,2023-05-08T14:22:45.298Z,,Indeed Direct Apply
2023-04-25T14:11:33.617Z,54227287,ALICE MILLER,Dental Patient Relations Team Leader,screening,Reviewing,Lacking relevant experience,2023-04-26T14:07:50.405Z,,Indeed Direct Apply
2023-04-25T18:27:25.809Z,54253881,JANE BROWN,Treatment Coordinator - Orthodontic Experience,inbox,Inbox,Lacking relevant experience,2023-04-26T21:44:30.355Z,,Indeed Direct Apply
2023-04-25T19:32:16.195Z,54259909,CHARLIE BROWN,Foreign Trained Dentist for Treatment Plan Supervisor,inbox,Inbox,Never Responded,2023-05-08T14:18:53.171Z,,Indeed Direct Apply
2023-04-25T21:22:15.898Z,54269080,GRACE BROWN,Dental Patient Relations Team Leader,hired,Hired,,,2023-05-08T21:35:01.632Z,ZipRecruiter United States
2023-04-25T22:23:01.101Z,54273099,ALICE JOHNSON,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-04-26T13:57:45.772Z,,Indeed Direct Apply
2023-04-26T00:16:58.819Z,54277808,FRANK BROWN,Dental Office Manager,inbox,Inbox,Lacking relevant experience,2023-04-26T21:43:02.190Z,,ZipRecruiter United States
2023-04-26T05:00:23.116Z,54285352,JANE TAYLOR,Orthodontic Assistant,screening,Reviewing,Lacking relevant experience,2023-05-09T16:34:26.723Z,,Indeed Direct Apply
2023-04-26T05:26:22.185Z,54286277,GRACE MILLER,Dental Receptionist - Previous Experience looking for next step,inbox,Inbox,Lacking relevant experience,2023-04-26T21:30:17.128Z,,Indeed Direct Apply
2023-04-26T05:58:01.014Z,54287604,GRACE DAVIS,Dental Receptionist - Previous Experience looking for next step,screening,Reviewing,Salary & Benefits not a match,2023-05-08T12:50:52.714Z,,Indeed Direct Apply
2023-04-26T20:13:40.175Z,54376157,ETHAN JOHNSON,Dental Assistant - looking to take the next step,screening,Reviewing,Lacking relevant experience,2023-05-08T13:56:41.954Z,,ZipRecruiter United States
2023-04-26T20:58:33.775Z,54379381,EMMA MILLER,Dental Assistant - Brooklyn,screening,Reviewing,Lacking relevant experience,2023-05-09T16:33:10.268Z,,ZipRecruiter United States
2023-04-26T22:17:03.914Z,54383979,ALICE JOHNSON,Dental Receptionist,inbox,Inbox,Lacking relevant experience,2023-05-01T14:18:07.376Z,,ZipRecruiter United States
2023-04-27T05:33:55.026Z,54396889,BOB MOORE,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-04-27T12:13:08.240Z,,Indeed Direct Apply
2023-04-27T11:39:00.745Z,54429031,BOB BROWN,Foreign Trained Dentist for Treatment Plan Supervisor,screening,Reviewing,Lacking relevant experience,2023-06-05T20:34:05.700Z,,Indeed Direct Apply
2023-04-27T15:48:31.716Z,54454782,EMMA TAYLOR,"Orthodontist - Brooklyn, NY",screening,Reject,Lacking relevant experience,2023-05-22T17:37:56.483Z,,ZipRecruiter United States
2023-04-27T17:30:04.907Z,54462808,JANE BROWN,Orthodontic Dental Assistant - Brooklyn,inbox,Inbox,Lacking relevant experience,2023-05-01T19:39:21.537Z,,Indeed Direct Apply
2023-04-27T18:08:02.614Z,54465678,JOHN JOHNSON,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-04-28T12:18:26.658Z,,ZipRecruiter United States
2023-04-27T20:03:35.145Z,54474175,JOHN DAVIS,Orthodontic Dental Assistant - Brooklyn,offer,Candidates to be rejected,Position Filled,2023-05-08T14:02:05.527Z,,Indeed Direct Apply
2023-04-27T22:34:14.520Z,54482707,CHARLIE JONES,Orthodontic Dental Assistant - Brooklyn,offer,Candidates to be rejected,Position Filled,2023-05-08T14:04:50.784Z,,Indeed Direct Apply
2023-04-27T22:52:50.158Z,54483419,FRANK BROWN,Dentist - Looking for the best start to your career?,hired,Hired,,,2023-05-30T15:04:33.976Z,ZipRecruiter United States
2023-04-27T23:02:04.829Z,54483773,ALICE DAVIS,Orthodontic Dental Assistant - Brooklyn,inbox,Inbox,Lacking relevant experience,2023-05-01T19:38:56.788Z,,Indeed Direct Apply
2023-04-28T13:56:08.699Z,54532899,JANE JONES,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-04-30T15:31:17.100Z,,ZipRecruiter United States
2023-04-28T18:08:29.743Z,54551636,FRANK TAYLOR,Dental Assistant - Brooklyn,screening,Reviewing,Never Responded,2023-05-09T16:33:36.137Z,,ZipRecruiter United States
2023-04-28T18:26:00.795Z,54552636,GRACE MILLER,Orthodontic Dental Assistant - Brooklyn,offer,Candidates to be rejected,Position Filled,2023-05-08T14:06:05.257Z,,Indeed Direct Apply
2023-04-29T15:54:34.717Z,54593678,FRANK WILLIAMS,Orthodontic Dental Assistant - Brooklyn,inbox,Inbox,Lacking relevant experience,2023-05-01T19:38:34.117Z,,Indeed Direct Apply
2023-04-30T16:42:09.618Z,54637270,BOB DAVIS,Orthodontic Dental Assistant - Brooklyn,offer,Offered,Unresponsive,2023-05-03T14:52:15.958Z,,Indeed Direct Apply
2023-04-30T20:17:16.985Z,54647499,EMMA DAVIS,Orthodontic Dental Assistant - Brooklyn,offer,Candidates to be rejected,Lacking relevant experience,2023-05-10T13:09:43.486Z,,ZipRecruiter United States
2023-04-30T20:36:06.656Z,54648462,GRACE WILLIAMS,Dental Assistant - looking to take the next step,interview,Interview,Lacking relevant experience,2023-06-01T11:56:16.831Z,,ZipRecruiter United States
2023-04-30T20:51:15.143Z,54649205,EMMA TAYLOR,Dental Assistant - Brooklyn,screening,Reviewing,Never Responded,2023-05-09T16:33:44.733Z,,Indeed Direct Apply
2023-04-30T22:51:13.437Z,54653997,FRANK BROWN,Orthodontic Dental Assistant - Brooklyn,inbox,Inbox,Lacking relevant experience,2023-05-01T19:35:21.070Z,,
2023-05-01T03:37:08.794Z,54659197,JANE WILSON,Treatment Coordinator,inbox,Inbox,Lacking relevant experience,2023-05-01T14:16:34.185Z,,Indeed Direct Apply
2023-05-01T19:00:30.061Z,54705082,ALICE JOHNSON,Dental Patient Relations Team Leader,screening,Reviewing,Lacking relevant experience,2023-05-03T18:45:14.600Z,,Indeed Direct Apply
2023-05-01T23:26:54.639Z,54718042,GRACE TAYLOR,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-02T13:05:04.097Z,,ZipRecruiter United States
2023-05-02T02:42:52.527Z,54721923,JOHN SMITH,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-02T13:04:37.357Z,,ZipRecruiter United States
2023-05-02T02:43:03.791Z,54721927,JANE BROWN,Orthodontic Dental Assistant - Brooklyn,hired,Hired,,,2023-05-08T10:55:08.703Z,Indeed Direct Apply
2023-05-02T04:17:45.002Z,54723573,JANE BROWN,Dental Office Manager,interview,Interview,Lacking relevant experience,2023-07-17T12:25:49.331Z,,Indeed Direct Apply
2023-05-02T06:01:44.408Z,54726330,DIANA BROWN,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-02T13:04:17.631Z,,
2023-05-02T15:31:04.347Z,54779333,JANE SMITH,Orthodontic Dental Assistant - Brooklyn,offer,Candidates to be rejected,Position Filled,2023-05-08T14:04:16.703Z,,Indeed Direct Apply
2023-05-02T17:32:43.715Z,54789640,ALICE BROWN,"Orthodontist - Brooklyn, NY",hired,Hired,,,2023-05-16T17:46:46.671Z,Indeed Direct Apply
2023-05-02T18:13:08.018Z,54793047,CHARLIE DAVIS,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-05-03T18:47:42.525Z,,ZipRecruiter United States
2023-05-02T20:08:28.233Z,54802435,GRACE WILLIAMS,Experienced Dental Receptionist - 4 Days work week!,screening,Reviewing,Unresponsive,2023-05-16T13:11:55.938Z,,ZipRecruiter United States
2023-05-03T03:49:49.716Z,54818986,JOHN WILLIAMS,Dental Patient Relations Team Leader,inbox,Inbox,Lacking relevant experience,2023-05-03T18:46:46.796Z,,Indeed Direct Apply
2023-05-03T15:19:51.319Z,54876407,GRACE BROWN,Experienced Dental Receptionist - 4 Days work week!,offer,Offered,Lacking relevant experience,2023-05-22T17:32:38.352Z,,ZipRecruiter United States
2023-05-03T16:18:22.255Z,54882297,BOB JOHNSON,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-03T17:41:25.537Z,,ZipRecruiter United States
2023-05-03T17:35:37.225Z,54888791,BOB WILSON,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-03T17:42:41.863Z,,New_job
2023-05-03T20:03:32.092Z,54900644,GRACE MOORE,Experienced Dental Receptionist - 4 Days work week!,inbox,Inbox,Lacking relevant experience,2023-05-04T14:31:24.837Z,,ZipRecruiter United States
